##NAMES=Abhurite
##LOCALITY=Wreck of the SS Cheerful, 14 miles NNW of St. Ives, Cornwall, England
##RRUFFID=R060227
##CHEMISTRY=Sn^2+^_21_Cl_16_(OH)_14_O_6_
106.612, 17.368
107.094, 8.415
107.576, 12.485
108.058, 8.266
108.540, 16.054
109.022, 37.292
109.504, 65.273
109.986, 95.190
110.469, 26.931
110.951, 69.199
111.433, 85.884
111.915, 78.368
112.397, 28.727
112.879, 5.229
113.361, 32.898
113.843, 61.914
114.326, 17.760
114.808, 106.230
115.290, 61.699
115.772, 69.206
116.254, 51.799
116.736, 85.975
117.218, 103.250
117.700, 67.445
118.182, 59.871
118.664, 97.086
119.147, 73.661
119.629, 156.473
120.111, 144.654
120.593, 91.577
121.075, 122.384
121.557, 141.441
122.039, 89.071
122.521, 382.478
123.004, 746.320
123.486, 1190.230
123.968, 1731.239
124.450, 2309.893
124.932, 2907.296
125.414, 3521.551
125.896, 4132.885
126.378, 4751.649
126.860, 5354.355
127.343, 5907.206
127.825, 6379.474
128.307, 6832.908
128.789, 7338.400
129.271, 7904.455
129.753, 8408.466
130.235, 8803.249
130.717, 9081.804
131.200, 9233.786
131.682, 9259.782
132.164, 9154.377
132.646, 8884.379
133.128, 8422.478
133.610, 7912.907
134.092, 7387.874
134.574, 6870.300
135.057, 6394.561
135.539, 5965.371
136.021, 5588.506
136.503, 5275.049
136.985, 5019.866
137.467, 4845.267
137.949, 4768.333
138.431, 4766.922
138.913, 4816.645
139.396, 4905.175
139.878, 5036.156
140.360, 5220.852
140.842, 5461.847
141.324, 5763.031
141.806, 6144.196
142.288, 6573.156
142.770, 6999.914
143.253, 7398.403
143.735, 7767.256
144.217, 8108.377
144.699, 8451.253
145.181, 8717.098
145.663, 8894.764
146.145, 8983.311
146.627, 8983.731
147.109, 8891.517
147.592, 8708.869
148.074, 8472.308
148.556, 8139.997
149.038, 7787.493
149.520, 7400.626
150.002, 7008.846
150.484, 6665.752
150.966, 6425.037
151.449, 6292.750
151.931, 6122.634
152.413, 5896.915
152.895, 5642.250
153.377, 5345.853
153.859, 5031.593
154.341, 4746.986
154.823, 4534.933
155.305, 4399.395
155.788, 4302.481
156.270, 4252.856
156.752, 4229.381
157.234, 4226.481
157.716, 4243.124
158.198, 4279.927
158.680, 4337.301
159.162, 4415.776
159.644, 4517.089
160.127, 4627.329
160.609, 4767.859
161.091, 4956.255
161.573, 5187.875
162.055, 5439.500
162.537, 5687.856
163.019, 5931.915
163.501, 6180.059
163.984, 6426.003
164.466, 6678.931
164.948, 6945.918
165.430, 7226.183
165.912, 7508.651
166.394, 7785.986
166.876, 8064.250
167.358, 8296.776
167.840, 8474.755
168.322, 8617.458
168.805, 8747.751
169.287, 8861.630
169.769, 8932.582
170.251, 8932.500
170.733, 8852.359
171.215, 8727.661
171.697, 8558.562
172.180, 8352.687
172.662, 8101.498
173.144, 7812.163
173.626, 7503.204
174.108, 7192.255
174.590, 6878.442
175.072, 6571.188
175.554, 6259.162
176.036, 5961.525
176.518, 5688.796
177.001, 5444.270
177.483, 5219.840
177.965, 5012.538
178.447, 4824.302
178.929, 4660.592
179.411, 4516.049
179.893, 4401.743
180.376, 4324.888
180.858, 4285.753
181.340, 4274.343
181.822, 4283.811
182.304, 4317.854
182.786, 4360.062
183.268, 4401.688
183.750, 4456.958
184.232, 4536.006
184.714, 4639.865
185.197, 4764.932
185.679, 4904.485
186.161, 5060.977
186.643, 5255.529
187.125, 5497.555
187.607, 5770.211
188.089, 6059.715
188.571, 6363.884
189.054, 6689.662
189.536, 7032.598
190.018, 7399.803
190.500, 7846.739
190.982, 8391.347
191.464, 9005.396
191.946, 9654.616
192.428, 10338.348
192.911, 11086.791
193.393, 11914.705
193.875, 12838.269
194.357, 13872.458
194.839, 14997.769
195.321, 16245.203
195.803, 17639.049
196.285, 19183.271
196.767, 20856.770
197.249, 22665.877
197.732, 24624.994
198.214, 26703.150
198.696, 28894.619
199.178, 31199.816
199.660, 33631.809
200.142, 36186.922
200.624, 38834.613
201.107, 41579.195
201.589, 44407.215
202.071, 47123.289
202.553, 49772.473
203.035, 52302.383
203.517, 54753.285
203.999, 57109.184
204.481, 59178.863
204.963, 60902.031
205.445, 62182.836
